일시,구분,자재명,브랜드,종류,규격,수량,단가,금액,담당자,비고,위치
2025-11-12 07:24:00,입고,케이블타이,서통,전기자재,1.5SQ,120,39238,4708560,이대리,안전재고보충,
2025-11-12 07:31:00,입고,홀쏘,보쉬,절삭공구,Φ4mm,146,28611,4177206,judy,초도입고,
2025-11-12 07:32:00,출고,망치,스탠리,수공구,6인치,76,24429,1856604,박과장,현장출고,
2025-11-12 07:37:00,입고,멀티탭,LS,전기자재,4SQ,6,86461,518766,이대리,현장반납입고,
2025-11-12 07:45:00,출고,토크렌치,블루버드,측정공구,5m,87,30655,2666985,judy,급출고,
2025-11-12 07:50:00,입고,보안경,유한킴벌리,안전용품,260,176,25287,4450512,관리자,초도입고,
2025-11-12 07:56:00,출고,용접면,고려용접봉,용접자재,0.9mm,118,45575,5377850,judy,거래처납품,
2025-11-12 08:01:00,출고,테이퍼베어링,KOYO,베어링,6204,60,66386,3983160,관리자,급출고,
2025-11-12 08:08:00,입고,니플,세진,배관자재,3m,37,28019,1036703,이대리,안전재고보충,
2025-11-12 08:09:00,입고,드릴비트,마끼다,절삭공구,Φ4mm,90,38368,3453120,관리자,초도입고,
2025-11-12 08:16:00,입고,테이퍼베어링,FAG,베어링,6202,71,19604,1391884,박과장,긴급보충,
2025-11-12 08:23:00,출고,파츠클리너,나바켐,케미칼,220ml,16,4577,73232,관리자,매장판매,
2025-11-12 08:28:00,입고,보안경,유한킴벌리,안전용품,L,63,37776,2379888,최주임,초도입고,
2025-11-12 08:30:00,입고,용접면,세아ESAB,용접자재,1.2mm,1,47068,47068,최주임,안전재고보충,
2025-11-12 08:31:00,출고,용접면,현대,용접자재,2.6mm,45,9415,423675,이대리,현장출고,
2025-11-12 08:31:00,출고,임팩드라이버,마끼다,전동공구,20V MAX,3,345720,1037160,judy,수리용출고,
2025-11-12 08:34:00,출고,용접와이어,현대,용접자재,2.6mm,244,4480,1093120,judy,수리용출고,
2025-11-12 08:35:00,출고,차단기,LS,전기자재,100mm,1,25318,25318,judy,수리용출고,
2025-11-12 08:35:00,출고,사포,3M,연마공구,5인치,76,16095,1223220,관리자,급출고,
2025-11-12 08:36:00,입고,니플,KPF,배관자재,40A,1,34767,34767,김기사,안전재고보충,
2025-11-12 08:37:00,출고,니들베어링,FAG,베어링,6204,121,63873,7728633,이대리,납품출고,
2025-11-12 08:44:00,입고,엘보,대한파이프,배관자재,20A,176,26428,4651328,관리자,정기입고,
2025-11-12 08:46:00,입고,몽키스패너,스탠리,수공구,세트,113,63109,7131317,김기사,월초보충,
2025-11-12 08:47:00,입고,육각너트,KBC,볼트/너트,M16x80,649,593,384857,김기사,초도입고,
2025-11-12 08:52:00,입고,드라이버세트,베셀,수공구,10인치,113,72909,8238717,관리자,월초보충,
2025-11-12 08:59:00,입고,줄자,블루버드,측정공구,300mm,82,164480,13487360,judy,월초보충,
2025-11-12 09:06:00,입고,그라인더,보쉬,전동공구,18V,3,217640,652920,judy,초도입고,
2025-11-12 09:07:00,출고,임팩드라이버,계양,전동공구,18V,1,188014,188014,박과장,현장출고,
2025-11-12 09:23:00,출고,전선,대원전선,전기자재,50A,9,103286,929574,judy,매장판매,
2025-11-12 09:25:00,입고,가죽장갑,세아ESAB,용접자재,0.9mm,50,52184,2609200,박과장,정기입고,
2025-11-12 09:25:00,입고,필로우블록,NSK,베어링,6204,64,36714,2349696,최주임,초도입고,
2025-11-12 09:32:00,입고,용접봉,현대,용접자재,3.2mm,72,22953,1652616,박과장,거래처입고,
2025-11-12 09:37:00,출고,레이저레벨,미스토요,측정공구,150mm,46,233985,10763310,김기사,매장판매,
2025-11-12 09:40:00,입고,절단석,대성연마,연마공구,120방,21,15158,318318,박과장,안전재고보충,
2025-11-12 09:44:00,입고,망치,스탠리,수공구,8인치,69,7406,511014,관리자,초도입고,
2025-11-12 09:50:00,출고,가죽장갑,세아ESAB,용접자재,4.0mm,26,87206,2267356,관리자,급출고,
2025-11-12 10:03:00,입고,탭,마끼다,절삭공구,8x75,96,21188,2034048,박과장,초도입고,
2025-11-12 10:09:00,출고,실린더,besko,유압기기,2톤,2,296104,592208,최주임,거래처납품,
2025-11-12 10:22:00,입고,육각너트,세아체결,볼트/너트,M8,294,1109,326046,이대리,초도입고,
2025-11-12 10:25:00,입고,에어건,잉가솔랜드,에어공구,1/4인치,150,251476,37721400,박과장,긴급보충,
2025-11-12 10:28:00,입고,방진마스크,K2,안전용품,L,14,48391,677474,관리자,정기입고,
2025-11-12 10:33:00,출고,멀티탭,LS,전기자재,20A,6,114116,684696,최주임,거래처납품,
2025-11-12 10:40:00,출고,육각너트,세아체결,볼트/너트,M6x1000,174,1523,265002,judy,매장판매,
2025-11-12 10:41:00,출고,방진마스크,유한킴벌리,안전용품,L,106,4416,468096,김기사,수리용출고,
2025-11-12 10:41:00,입고,실리콘호스,대한파이프,배관자재,25A,27,39980,1079460,박과장,초도입고,
2025-11-12 10:43:00,출고,몽키스패너,세신,수공구,8인치,5,3665,18325,관리자,수리용출고,
2025-11-12 10:48:00,입고,용접와이어,고려용접봉,용접자재,4.0mm,95,55326,5255970,관리자,월초보충,
2025-11-12 10:48:00,출고,줄자,미스토요,측정공구,1/2인치,169,158792,26835848,박과장,급출고,
2025-11-12 10:52:00,입고,유압호스,베스코,유압기기,2m,17,309358,5259086,김기사,안전재고보충,
2025-11-12 10:54:00,출고,토크렌치,카프로,측정공구,40m,100,79077,7907700,김기사,매장판매,
2025-11-12 10:59:00,출고,니들베어링,SKF,베어링,6201,23,5513,126799,관리자,매장판매,
2025-11-12 11:00:00,입고,실리콘실란트,나바켐,케미칼,4L,121,21304,2577784,최주임,초도입고,
2025-11-12 11:04:00,출고,육각너트,유진볼트,볼트/너트,M18x90,514,894,459516,박과장,납품출고,
2025-11-12 11:19:00,입고,앙카볼트,세아체결,볼트/너트,M18x90,432,805,347760,관리자,초도입고,
2025-11-12 11:20:00,출고,용접봉,세아ESAB,용접자재,자동차광,7,49733,348131,김기사,거래처납품,
2025-11-12 11:29:00,출고,육각너트,삼성볼트,볼트/너트,M6x20,56,2256,126336,관리자,급출고,
2025-11-12 11:33:00,입고,실리콘호스,세진,배관자재,40A,38,31712,1205056,김기사,긴급보충,
2025-11-12 11:34:00,입고,콤프레서호스,베스토,에어공구,10m,51,162549,8289999,최주임,긴급보충,
2025-11-12 11:38:00,입고,에어라쳇,잉가솔랜드,에어공구,10m,43,69023,2967989,관리자,초도입고,
2025-11-12 11:53:00,입고,원형톱,계양,전동공구,950W,13,104551,1359163,박과장,정기입고,
2025-11-12 11:54:00,출고,커터날,와이지원,절삭공구,Φ10mm,60,40608,2436480,judy,납품출고,
2025-11-12 11:54:00,입고,유압호스,베스코,유압기기,5톤,9,376388,3387492,박과장,긴급보충,
2025-11-12 11:56:00,출고,방진마스크,네파세이프티,안전용품,L,2,24244,48488,이대리,현장출고,
2025-11-12 11:57:00,입고,가죽장갑,현대,용접자재,2.6mm,75,86819,6511425,박과장,초도입고,
2025-11-12 11:58:00,입고,실린더,베스코,유압기기,2톤,10,444254,4442540,박과장,월초보충,
2025-11-12 12:15:00,입고,용접와이어,고려용접봉,용접자재,1.2mm,167,30246,5051082,이대리,안전재고보충,
2025-11-12 12:16:00,입고,필로우블록,FAG,베어링,6204,41,10974,449934,관리자,초도입고,
2025-11-12 12:21:00,입고,실린더,베스코,유압기기,2m,18,376902,6784236,박과장,정기입고,
2025-11-12 12:31:00,출고,절단석,3M,연마공구,80방,32,13262,424384,관리자,현장출고,
2025-11-12 12:33:00,입고,니퍼,베셀,수공구,세트,86,8958,770388,judy,현장반납입고,
2025-11-12 12:35:00,출고,테이퍼베어링,NSK,베어링,6202,37,32975,1220075,judy,거래처납품,
2025-11-12 12:35:00,입고,깊은홈베어링,FAG,베어링,6202,51,78985,4028235,최주임,초도입고,
2025-11-12 12:46:00,출고,멀티탭,서통,전기자재,4SQ,46,63717,2930982,이대리,현장출고,
2025-11-12 12:49:00,입고,사포,보쉬,연마공구,60방,94,12161,1143134,judy,긴급보충,
2025-11-12 12:50:00,입고,버니어캘리퍼스,블루버드,측정공구,1/2인치,119,63779,7589701,관리자,정기입고,
2025-11-12 12:54:00,입고,토크렌치,블루버드,측정공구,300mm,34,129342,4397628,이대리,초도입고,
2025-11-12 12:57:00,출고,엔드밀,디월트,절삭공구,12x100,23,35598,818754,이대리,거래처납품,
2025-11-12 13:02:00,입고,차단기,3M,전기자재,50A,28,4995,139860,관리자,정기입고,
2025-11-12 13:02:00,출고,안전화,3M,안전용품,L,128,37730,4829440,최주임,현장출고,
2025-11-12 13:05:00,입고,플랩디스크,대성연마,연마공구,60방,22,6838,150436,박과장,현장반납입고,
2025-11-12 13:11:00,출고,실리콘실란트,불스원,케미칼,1L,19,26686,507034,이대리,수리용출고,
2025-11-12 13:13:00,입고,스프링와셔,대한,볼트/너트,M16x80,1019,1128,1149432,김기사,초도입고,
2025-11-12 13:16:00,출고,테이퍼베어링,KOYO,베어링,6201,51,39598,2019498,박과장,매장판매,
2025-11-12 13:18:00,출고,망치,스탠리,수공구,10인치,3,51086,153258,관리자,매장판매,
2025-11-12 13:32:00,입고,육각너트,세아체결,볼트/너트,M12x50,1724,1240,2137760,judy,초도입고,
2025-11-12 13:36:00,출고,전산볼트,대한,볼트/너트,M12x50,365,2167,790955,관리자,납품출고,
2025-11-12 13:40:00,출고,니플,KPF,배관자재,20A,2,4726,9452,최주임,급출고,
2025-11-12 13:51:00,입고,에어임팩,잉가솔랜드,에어공구,3/8인치,10,111865,1118650,박과장,초도입고,
2025-11-12 13:52:00,출고,육각너트,대한,볼트/너트,M18x90,226,2113,477538,김기사,수리용출고,
2025-11-12 13:57:00,입고,테이퍼베어링,NSK,베어링,UCP205,66,13189,870474,judy,현장반납입고,
2025-11-12 14:00:00,출고,파츠클리너,불스원,케미칼,220ml,20,3789,75780,관리자,수리용출고,
2025-11-12 14:06:00,입고,차단기,LS,전기자재,100mm,25,26838,670950,judy,정기입고,
2025-11-12 14:07:00,입고,에어건,잉가솔랜드,에어공구,1/2인치,169,80813,13657397,이대리,긴급보충,
2025-11-12 14:10:00,입고,스프링와셔,세아체결,볼트/너트,M10x30,2310,624,1441440,judy,초도입고,
2025-11-12 14:21:00,입고,유압호스,에너팩,유압기기,20톤,15,325406,4881090,최주임,안전재고보충,
2025-11-12 14:23:00,출고,방진마스크,K2,안전용품,M,5,22973,114865,최주임,거래처납품,
2025-11-12 14:25:00,출고,엘보,대한파이프,배관자재,3m,158,11865,1874670,김기사,납품출고,
2025-11-12 14:29:00,입고,육각너트,세아체결,볼트/너트,M18x90,668,412,275216,박과장,초도입고,
2025-11-12 14:30:00,출고,실리콘실란트,불스원,케미칼,500ml,113,30669,3465597,judy,현장출고,
2025-11-12 14:31:00,출고,몽키스패너,세신,수공구,12인치,14,81609,1142526,judy,납품출고,
2025-11-12 14:43:00,출고,평와셔,KBC,볼트/너트,M8,640,1821,1165440,김기사,수리용출고,
2025-11-12 14:46:00,입고,방진마스크,네파세이프티,안전용품,260,115,45757,5262055,박과장,월초보충,
2025-11-12 14:48:00,입고,깊은홈베어링,SKF,베어링,6202,126,13143,1656018,관리자,초도입고,
2025-11-12 14:49:00,출고,플랩디스크,3M,연마공구,120방,6,11259,67554,최주임,수리용출고,
2025-11-12 14:54:00,출고,테이퍼베어링,KOYO,베어링,6305,98,78377,7680946,최주임,현장출고,
2025-11-12 14:56:00,입고,임팩드라이버,계양,전동공구,12V,17,72137,1226329,박과장,안전재고보충,
2025-11-12 15:02:00,입고,콤프레서호스,SP에어,에어공구,3/8인치,170,99378,16894260,최주임,현장반납입고,
2025-11-12 15:04:00,입고,전선,대원전선,전기자재,4SQ,3,62870,188610,박과장,거래처입고,
2025-11-12 15:07:00,입고,토크렌치,미스토요,측정공구,5m,90,170995,15389550,관리자,초도입고,
2025-11-12 15:26:00,입고,커터날,와이지원,절삭공구,8x75,153,30483,4663899,최주임,초도입고,
2025-11-12 15:30:00,출고,원형톱,보쉬,전동공구,18V,4,259207,1036828,최주임,수리용출고,
2025-11-12 15:45:00,입고,레이저레벨,신콘,측정공구,40m,45,41095,1849275,이대리,초도입고,
2025-11-12 15:59:00,출고,디지털각도기,미스토요,측정공구,5m,11,166836,1835196,김기사,거래처납품,
2025-11-12 16:01:00,입고,아이볼트,KBC,볼트/너트,M16x80,611,952,581672,박과장,거래처입고,
2025-11-12 16:01:00,입고,앙카볼트,KBC,볼트/너트,M8,132,687,90684,관리자,정기입고,
2025-11-12 16:03:00,입고,그라인더,계양,전동공구,12V,11,149059,1639649,최주임,거래처입고,
2025-11-12 16:04:00,입고,안전화,네파세이프티,안전용품,270,13,5214,67782,박과장,초도입고,
2025-11-12 16:11:00,출고,케이블타이,대한전선,전기자재,2.5SQ,12,13689,164268,관리자,매장판매,
2025-11-12 16:23:00,입고,실리콘실란트,록타이트,케미칼,4L,119,23448,2790312,관리자,초도입고,
2025-11-12 16:30:00,입고,몽키스패너,스탠리,수공구,세트,56,65634,3675504,최주임,거래처입고,
2025-11-12 16:40:00,출고,케이블타이,대한전선,전기자재,20A,73,38097,2781081,최주임,수리용출고,
2025-11-12 16:42:00,입고,커터날,디월트,절삭공구,Φ4mm,68,10653,724404,박과장,초도입고,
2025-11-12 16:51:00,출고,디지털각도기,블루버드,측정공구,5m,35,141878,4965730,관리자,급출고,
2025-11-12 16:52:00,출고,육각너트,KBC,볼트/너트,M6x1000,93,1229,114297,관리자,급출고,
2025-11-12 16:56:00,출고,압착단자,3M,전기자재,100mm,5,143993,719965,judy,납품출고,
2025-11-12 16:58:00,출고,레이저레벨,미스토요,측정공구,5m,33,186867,6166611,이대리,현장출고,
2025-11-12 17:01:00,입고,테이퍼베어링,NSK,베어링,6204,73,43908,3205284,관리자,초도입고,
2025-11-12 17:05:00,출고,용접면,세아ESAB,용접자재,1.2mm,6,56042,336252,관리자,납품출고,
2025-11-12 17:05:00,입고,충전드릴,마끼다,전동공구,12V,1,231275,231275,박과장,긴급보충,
2025-11-12 17:06:00,출고,드릴비트,마끼다,절삭공구,8x75,12,32016,384192,박과장,매장판매,
2025-11-12 17:08:00,출고,앙카볼트,유진볼트,볼트/너트,M8,581,1298,754138,judy,수리용출고,
2025-11-12 17:09:00,입고,실리콘실란트,불스원,케미칼,500ml,10,31025,310250,judy,안전재고보충,
2025-11-12 17:10:00,입고,필로우블록,KOYO,베어링,6201,25,18717,467925,김기사,현장반납입고,
2025-11-12 17:19:00,입고,버니어캘리퍼스,미스토요,측정공구,5m,19,99402,1888638,judy,긴급보충,
2025-11-12 17:20:00,입고,방진마스크,유한킴벌리,안전용품,XL,86,40319,3467434,judy,초도입고,
2025-11-12 17:21:00,출고,용접면,고려용접봉,용접자재,2.6mm,32,52839,1690848,김기사,급출고,
2025-11-12 17:22:00,출고,실리콘실란트,불스원,케미칼,420ml,32,41644,1332608,최주임,현장출고,
2025-11-12 17:25:00,출고,안전화,유한킴벌리,안전용품,L,44,48776,2146144,최주임,수리용출고,
2025-11-12 17:28:00,출고,차단기,대한전선,전기자재,100mm,49,11727,574623,이대리,현장출고,
2025-11-12 17:39:00,입고,레이저레벨,미스토요,측정공구,300mm,129,13993,1805097,김기사,초도입고,
2025-11-12 17:46:00,입고,앙카볼트,KBC,볼트/너트,M18x90,655,1025,671375,이대리,현장반납입고,
2025-11-12 17:55:00,입고,니퍼,토네,수공구,6인치,101,41900,4231900,최주임,월초보충,
2025-11-12 17:58:00,입고,실리콘호스,KPF,배관자재,3m,9,18093,162837,박과장,초도입고,
2025-11-12 17:59:00,출고,육각너트,KBC,볼트/너트,M10x30,124,2242,278008,judy,현장출고,
2025-11-12 18:14:00,출고,PVC파이프,대한파이프,배관자재,25A,70,44068,3084760,이대리,현장출고,
2025-11-12 18:17:00,입고,드릴비트,보쉬,절삭공구,Φ4mm,141,38944,5491104,관리자,초도입고,
2025-11-12 18:28:00,출고,아이볼트,유진볼트,볼트/너트,M6x1000,455,697,317135,judy,납품출고,
2025-11-12 18:31:00,입고,전산볼트,삼성볼트,볼트/너트,M16x80,2173,1220,2651060,judy,정기입고,
2025-11-12 18:31:00,출고,아이볼트,KBC,볼트/너트,M8,629,1856,1167424,관리자,현장출고,
2025-11-12 18:32:00,출고,연마석,3M,연마공구,60방,10,4860,48600,관리자,거래처납품,
2025-11-12 18:35:00,입고,안전장갑,3M,안전용품,260,38,4195,159410,이대리,현장반납입고,
2025-11-12 18:36:00,입고,홀쏘,마끼다,절삭공구,Φ8mm,117,16714,1955538,김기사,초도입고,
2025-11-12 18:51:00,출고,충전드릴,밀워키,전동공구,20V MAX,3,475304,1425912,이대리,급출고,
2025-11-12 18:54:00,입고,줄자,블루버드,측정공구,150mm,157,134481,21113517,관리자,거래처입고,
2025-11-12 18:55:00,입고,부식제거제,불스원,케미칼,420ml,145,9867,1430715,관리자,초도입고,
2025-11-12 19:00:00,출고,실린더,에너팩,유압기기,5톤,1,457312,457312,judy,매장판매,
2025-11-12 19:06:00,입고,용접면,현대,용접자재,4.0mm,41,83458,3421778,박과장,거래처입고,
2025-11-12 19:08:00,출고,에어건,토쿠,에어공구,3/8인치,140,168974,23656360,최주임,매장판매,
2025-11-12 19:09:00,출고,버니어캘리퍼스,미스토요,측정공구,40m,59,28546,1684214,김기사,매장판매,
2025-11-12 19:10:00,입고,원형톱,디월트,전동공구,12V,9,319422,2874798,박과장,현장반납입고,
2025-11-12 19:10:00,출고,엘보,세진,배관자재,3m,24,54977,1319448,관리자,급출고,
2025-11-12 19:14:00,입고,용접봉,현대,용접자재,1.2mm,113,62710,7086230,최주임,초도입고,
2025-11-12 19:15:00,입고,에어건,SP에어,에어공구,3/8인치,6,234652,1407912,박과장,월초보충,
2025-11-12 19:16:00,입고,그라인더,마끼다,전동공구,12V,2,445958,891916,박과장,현장반납입고,
2025-11-12 19:19:00,출고,파츠클리너,록타이트,케미칼,4L,3,18708,56124,judy,납품출고,
2025-11-12 19:21:00,입고,앙카볼트,유진볼트,볼트/너트,M18x90,1279,158,202082,이대리,긴급보충,
2025-11-12 19:25:00,입고,플랩디스크,대성연마,연마공구,60방,10,7336,73360,이대리,현장반납입고,
2025-11-12 19:27:00,입고,망치,스탠리,수공구,10인치,33,38301,1263933,김기사,현장반납입고,
2025-11-12 19:28:00,출고,앙카볼트,대한,볼트/너트,M10x30,154,915,140910,judy,급출고,
2025-11-12 19:32:00,입고,니들베어링,FAG,베어링,6204,177,46235,8183595,김기사,현장반납입고,
2025-11-12 19:33:00,입고,충전드릴,밀워키,전동공구,18V,12,211623,2539476,관리자,초도입고,
2025-11-12 19:38:00,출고,압착단자,대원전선,전기자재,20A,19,31495,598405,최주임,급출고,
2025-11-12 19:46:00,출고,깊은홈베어링,NSK,베어링,6202,28,65965,1847020,이대리,거래처납품,
2025-11-12 19:52:00,입고,충전드릴,보쉬,전동공구,18V,8,268713,2149704,최주임,초도입고,
2025-11-12 19:55:00,출고,몽키스패너,스탠리,수공구,8인치,2,7625,15250,관리자,급출고,
2025-11-12 19:57:00,입고,용접면,코리아웰드,용접자재,3.2mm,2,78865,157730,최주임,월초보충,
2025-11-12 20:11:00,입고,용접면,코리아웰드,용접자재,0.9mm,29,44394,1287426,이대리,초도입고,
2025-11-12 20:21:00,입고,실린더,베스코,유압기기,5톤,14,333718,4672052,관리자,현장반납입고,
2025-11-12 20:21:00,출고,커터날,마끼다,절삭공구,12x100,57,19727,1124439,관리자,매장판매,
2025-11-12 20:22:00,입고,전산볼트,유진볼트,볼트/너트,M10x30,1356,59,80004,judy,월초보충,
2025-11-12 20:30:00,입고,레이저레벨,카프로,측정공구,10m,140,157791,22090740,최주임,초도입고,
2025-11-12 20:39:00,입고,용접면,코리아웰드,용접자재,자동차광,156,59270,9246120,최주임,안전재고보충,
2025-11-12 20:40:00,입고,케이블타이,대한전선,전기자재,1.5SQ,20,109814,2196280,관리자,거래처입고,
2025-11-12 20:49:00,입고,방진마스크,유한킴벌리,안전용품,260,17,12096,205632,관리자,초도입고,
2025-11-12 20:55:00,출고,가죽장갑,고려용접봉,용접자재,2.6mm,113,65419,7392347,이대리,수리용출고,
2025-11-12 20:58:00,출고,리머,마끼다,절삭공구,Φ8mm,21,15643,328503,최주임,현장출고,
2025-11-12 20:58:00,입고,부식제거제,나바켐,케미칼,500ml,173,31395,5431335,박과장,현장반납입고,
2025-11-12 21:02:00,출고,토크렌치,블루버드,측정공구,10m,65,139049,9038185,최주임,급출고,
2025-11-12 21:05:00,입고,압착단자,서통,전기자재,1.5SQ,2,82645,165290,김기사,안전재고보충,
2025-11-12 21:08:00,입고,필로우블록,SKF,베어링,6204,25,9415,235375,관리자,초도입고,
2025-11-12 21:12:00,입고,유압잭,besko,유압기기,20톤,1,115051,115051,최주임,월초보충,
2025-11-12 21:15:00,출고,파츠클리너,록타이트,케미칼,220ml,30,4717,141510,이대리,급출고,
2025-11-12 21:15:00,입고,해머드릴,마끼다,전동공구,750W,17,435302,7400134,김기사,정기입고,
2025-11-12 21:16:00,출고,토크렌치,신콘,측정공구,300mm,23,29298,673854,관리자,수리용출고,
2025-11-12 21:27:00,입고,임팩드라이버,디월트,전동공구,20V MAX,4,120342,481368,관리자,초도입고,
2025-11-12 21:39:00,출고,실린더,에너팩,유압기기,20톤,3,623216,1869648,김기사,매장판매,
2025-11-12 21:45:00,입고,디지털각도기,블루버드,측정공구,1/2인치,7,61309,429163,박과장,현장반납입고,
2025-11-12 21:46:00,입고,앙카볼트,KBC,볼트/너트,M6x20,150,1324,198600,관리자,초도입고,
2025-11-12 21:50:00,입고,임팩드라이버,밀워키,전동공구,20V MAX,11,347740,3825140,박과장,정기입고,
2025-11-12 21:52:00,입고,플랩디스크,3M,연마공구,120방,1,12439,12439,관리자,안전재고보충,
2025-11-12 21:53:00,출고,파츠클리너,록타이트,케미칼,1L,221,14702,3249142,박과장,매장판매,
2025-11-12 22:00:00,출고,방진마스크,3M,안전용품,L,75,12157,911775,최주임,수리용출고,
2025-11-12 22:02:00,입고,토크렌치,카프로,측정공구,300mm,61,167983,10246963,이대리,거래처입고,
2025-11-12 22:04:00,입고,압착단자,LS,전기자재,100mm,18,75605,1360890,관리자,월초보충,
2025-11-12 22:05:00,입고,사포,3M,연마공구,80방,150,4319,647850,judy,초도입고,
2025-11-12 22:14:00,출고,유압호스,에너팩,유압기기,20톤,5,427473,2137365,박과장,매장판매,
2025-11-12 22:16:00,출고,홀쏘,마끼다,절삭공구,8x75,50,40094,2004700,김기사,매장판매,
2025-11-12 22:24:00,입고,PVC파이프,세진,배관자재,1m,24,43612,1046688,최주임,정기입고,
2025-11-12 22:24:00,입고,니퍼,베셀,수공구,10인치,110,33989,3738790,박과장,초도입고,
2025-11-12 22:29:00,출고,윤활방청제,WD-40,케미칼,420ml,263,36963,9721269,관리자,수리용출고,
2025-11-12 22:29:00,출고,실리콘호스,KPF,배관자재,40A,30,47903,1437090,박과장,급출고,
2025-11-12 22:36:00,입고,나사고정제,WD-40,케미칼,220ml,91,34619,3150329,박과장,긴급보충,
2025-11-12 22:37:00,입고,에어라쳇,토쿠,에어공구,1/2인치,105,263618,27679890,최주임,월초보충,
2025-11-12 22:39:00,입고,에어건,잉가솔랜드,에어공구,10m,36,185325,6671700,최주임,현장반납입고,
2025-11-12 22:43:00,입고,평와셔,유진볼트,볼트/너트,M8,485,1346,652810,김기사,초도입고,
2025-11-12 22:44:00,입고,사포,노턴,연마공구,80방,39,9253,360867,judy,현장반납입고,
2025-11-12 22:49:00,입고,방진마스크,K2,안전용품,M,10,18383,183830,박과장,긴급보충,
2025-11-12 22:55:00,출고,멀티탭,대한전선,전기자재,1.5SQ,46,65082,2993772,관리자,매장판매,
2025-11-12 23:02:00,입고,볼밸브,대한파이프,배관자재,3m,91,44177,4020107,관리자,초도입고,
2025-11-12 23:05:00,입고,볼밸브,세진,배관자재,25A,21,29306,615426,김기사,현장반납입고,
2025-11-12 23:07:00,입고,토크렌치,신콘,측정공구,5m,93,77877,7242561,관리자,정기입고,
2025-11-12 23:12:00,입고,그라인더,보쉬,전동공구,12V,1,231985,231985,최주임,안전재고보충,
2025-11-12 23:14:00,입고,스프링와셔,유진볼트,볼트/너트,M8,412,857,353084,최주임,긴급보충,
2025-11-12 23:19:00,출고,실린더,besko,유압기기,10톤,4,385604,1542416,이대리,매장판매,
2025-11-12 23:21:00,입고,에어건,SP에어,에어공구,1/4인치,65,204912,13319280,박과장,초도입고,
2025-11-12 23:40:00,출고,플랩디스크,대성연마,연마공구,80방,3,17207,51621,judy,급출고,
2025-11-12 23:40:00,입고,몽키스패너,스탠리,수공구,6인치,83,46019,3819577,최주임,초도입고,
2025-11-12 23:50:00,입고,유압호스,베스코,유압기기,2톤,3,73523,220569,최주임,긴급보충,
2025-11-12 23:53:00,입고,엘보,KPF,배관자재,25A,60,13772,826320,이대리,거래처입고,
2025-11-12 23:54:00,입고,엔드밀,와이지원,절삭공구,Φ8mm,130,21298,2768740,judy,긴급보충,
2025-11-12 23:58:00,출고,용접와이어,고려용접봉,용접자재,4.0mm,101,73382,7411582,이대리,현장출고,
2025-11-12 23:59:00,입고,드라이버세트,세신,수공구,10인치,19,54826,1041694,박과장,초도입고,
2025-11-13 00:18:00,입고,그라인더,계양,전동공구,750W,9,62501,562509,관리자,초도입고,
2025-11-13 00:22:00,출고,레이저레벨,카프로,측정공구,1/2인치,64,65790,4210560,김기사,납품출고,
2025-11-13 00:22:00,출고,PVC파이프,대한파이프,배관자재,15A,15,1662,24930,judy,매장판매,
2025-11-13 00:34:00,출고,실린더,besko,유압기기,3m,1,556484,556484,김기사,수리용출고,
2025-11-13 00:37:00,입고,그라인더,보쉬,전동공구,750W,7,537253,3760771,관리자,초도입고,
2025-11-13 00:43:00,입고,케이블타이,LS,전기자재,1.5SQ,40,33395,1335800,judy,거래처입고,
2025-11-13 00:48:00,입고,커터날,마끼다,절삭공구,Φ4mm,17,33248,565216,관리자,정기입고,
2025-11-13 00:49:00,입고,몽키스패너,베셀,수공구,6인치,44,9226,405944,김기사,안전재고보충,
2025-11-13 00:52:00,출고,평와셔,삼성볼트,볼트/너트,M6x20,174,1043,181482,judy,현장출고,
2025-11-13 00:56:00,입고,차단기,대한전선,전기자재,50A,154,29599,4558246,이대리,초도입고,
2025-11-13 00:57:00,입고,레이저레벨,미스토요,측정공구,150mm,155,199693,30952415,관리자,월초보충,
2025-11-13 00:57:00,출고,몽키스패너,스탠리,수공구,세트,98,66681,6534738,박과장,매장판매,
2025-11-13 01:04:00,출고,커터날,디월트,절삭공구,8x75,114,35479,4044606,김기사,납품출고,
2025-11-13 01:09:00,출고,니들베어링,KOYO,베어링,6201,181,4684,847804,judy,납품출고,
2025-11-13 01:09:00,입고,아이볼트,삼성볼트,볼트/너트,M16x80,2265,228,516420,이대리,현장반납입고,
2025-11-13 01:09:00,출고,홀쏘,보쉬,절삭공구,Φ10mm,34,4811,163574,이대리,수리용출고,
2025-11-13 01:11:00,출고,테이퍼베어링,NSK,베어링,UCP205,216,20098,4341168,박과장,매장판매,
2025-11-13 01:15:00,출고,에어건,토쿠,에어공구,1/2인치,81,36940,2992140,박과장,현장출고,
2025-11-13 01:15:00,입고,임팩드라이버,디월트,전동공구,950W,8,257437,2059496,최주임,초도입고,
2025-11-13 01:18:00,입고,에어건,토쿠,에어공구,10m,111,124778,13850358,judy,거래처입고,
2025-11-13 01:24:00,출고,평와셔,유진볼트,볼트/너트,M12x50,591,575,339825,박과장,거래처납품,
2025-11-13 01:32:00,출고,엔드밀,와이지원,절삭공구,12x100,109,1370,149330,이대리,수리용출고,
2025-11-13 01:34:00,입고,스프링와셔,대한,볼트/너트,M6x1000,2438,372,906936,judy,초도입고,
